06-2-2024 00:35:36 [undefined] warning: WARN
06-2-2024 00:35:36 [undefined] error: ERR
06-2-2024 00:35:36 [undefined] fatal: FATAL
06-2-2024 00:36:50 | warning: WARN
06-2-2024 00:36:50 | error: ERR
06-2-2024 00:36:50 | fatal: FATAL
06-2-2024 00:46:16 | warning: WARN
06-2-2024 00:46:16 | error: ERR
06-2-2024 00:46:16 | fatal: FATAL
06-2-2024 00:46:58 | warning: WARN
06-2-2024 00:46:58 | error: ERR
06-2-2024 00:46:58 | fatal: FATAL
06-2-2024 00:49:03 | warning: WARN
06-2-2024 00:49:03 | error: ERR
06-2-2024 00:49:03 | fatal: FATAL
06-2-2024 00:49:17 | warning: WARN
06-2-2024 00:49:17 | error: ERR
06-2-2024 00:49:17 | fatal: FATAL
06-2-2024 00:49:54 | warning: WARN
06-2-2024 00:49:54 | error: ERR
06-2-2024 00:49:54 | fatal: FATAL
06-2-2024 00:50:09 | warning: WARN
06-2-2024 00:50:09 | error: ERR
06-2-2024 00:50:09 | fatal: FATAL
06-2-2024 00:52:59 | warning: WARN
06-2-2024 00:52:59 | error: ERR
06-2-2024 00:52:59 | fatal: FATAL
06-2-2024 00:54:27 | warning: WARN
06-2-2024 00:54:27 | error: ERR
06-2-2024 00:54:27 | fatal: FATAL
06-2-2024 00:56:52 | warning: WARN
06-2-2024 00:56:52 | error: ERR
06-2-2024 00:56:52 | fatal: FATAL
06-2-2024 01:03:22 | warning: WARN
06-2-2024 01:03:22 | error: ERR
06-2-2024 01:03:22 | fatal: FATAL
06-2-2024 01:03:46 | warning: WARN
06-2-2024 01:03:46 | error: ERR
06-2-2024 01:03:46 | fatal: FATAL
06-2-2024 01:04:32 | warning: WARN
06-2-2024 01:04:32 | error: ERR
06-2-2024 01:04:32 | fatal: FATAL
06-2-2024 01:05:16 | warning: WARN
06-2-2024 01:05:16 | error: ERR
06-2-2024 01:05:16 | fatal: FATAL
06-2-2024 01:05:24 | warning: WARN
06-2-2024 01:05:24 | error: ERR
06-2-2024 01:05:24 | fatal: FATAL
06-2-2024 01:05:43 | warning: WARN
06-2-2024 01:06:30 | warning: WARN
06-2-2024 01:06:30 | error: ERR
06-2-2024 01:06:30 | fatal: FATAL
06-2-2024 01:06:52 | warning: WARN
06-2-2024 01:06:52 | error: ERR
06-2-2024 01:06:52 | fatal: FATAL
06-2-2024 01:07:02 | warning: WARN
06-2-2024 01:07:02 | error: ERR
06-2-2024 01:07:02 | fatal: FATAL
06-2-2024 01:12:02 | warning: WARN
06-2-2024 01:12:02 | error: ERR
06-2-2024 01:12:02 | fatal: FATAL
06-2-2024 01:12:38 | warning: WARN
06-2-2024 01:12:38 | error: ERR
06-2-2024 01:12:38 | fatal: FATAL
06-2-2024 01:12:59 | warning: LOGGER WARNING!
06-2-2024 01:12:59 | error: LOGGER ERROR!
06-2-2024 01:12:59 | fatal: LOGGER FATAL!
06-2-2024 01:13:08 | warning: LOGGER WARNING!
06-2-2024 01:13:08 | error: LOGGER ERROR!
06-2-2024 01:13:08 | fatal: LOGGER FATAL!
07-2-2024 19:07:37 | warning: WARN
07-2-2024 19:07:37 | error: ERR
07-2-2024 19:07:37 | fatal: FATAL
07-2-2024 19:09:20 | warning: WARN
07-2-2024 19:09:20 | error: ERR
07-2-2024 19:09:20 | fatal: FATAL
07-2-2024 19:13:39 | warning: WARN
07-2-2024 19:13:39 | error: ERR
07-2-2024 19:13:39 | fatal: FATAL
07-2-2024 19:13:48 | warning: WARN
07-2-2024 19:13:48 | error: ERR
07-2-2024 19:13:48 | fatal: FATAL
07-2-2024 19:14:11 | warning: WARN
07-2-2024 19:14:11 | error: ERR
07-2-2024 19:14:11 | fatal: FATAL
07-2-2024 19:15:07 | warning: WARN
07-2-2024 19:15:07 | error: ERR
07-2-2024 19:15:07 | fatal: FATAL
07-2-2024 19:16:35 | warning: WARN
07-2-2024 19:16:35 | error: ERR
07-2-2024 19:16:35 | fatal: FATAL
07-2-2024 19:16:46 | warning: WARN
07-2-2024 19:16:46 | error: ERR
07-2-2024 19:16:46 | fatal: FATAL
07-2-2024 19:35:04 | warning: WARN
07-2-2024 19:35:04 | error: ERR
07-2-2024 19:35:04 | fatal: FATAL
07-2-2024 19:39:17 | warning: WARN
07-2-2024 19:39:17 | error: ERR
07-2-2024 19:39:17 | fatal: FATAL
07-2-2024 19:39:42 | warning: WARN
07-2-2024 19:39:42 | error: ERR
07-2-2024 19:39:42 | fatal: FATAL
07-2-2024 19:40:18 | warning: WARN
07-2-2024 19:40:18 | error: ERR
07-2-2024 19:40:18 | fatal: FATAL
07-2-2024 19:41:34 | warning: WARN
07-2-2024 19:41:34 | error: ERR
07-2-2024 19:41:34 | fatal: FATAL
07-2-2024 19:42:47 | warning: WARN
07-2-2024 19:42:47 | error: ERR
07-2-2024 19:42:47 | fatal: FATAL
07-2-2024 20:00:15 | warning: LOGGER WARNING!
07-2-2024 20:00:15 | error: LOGGER ERROR!
07-2-2024 20:00:15 | fatal: LOGGER FATAL!
07-2-2024 22:31:11 | warning: LOGGER WARNING!
07-2-2024 22:31:11 | error: LOGGER ERROR!
07-2-2024 22:31:11 | fatal: LOGGER FATAL!
